402	
11696	
10548	1
10534	1
10504	1
10502	1
10470	1
10462	1
10414	1
10404	1
10392	1
10372	1
10356	1
10298	1
10276	1
10264	1
10226	1
10210	1
10178	1
10130	1
10124	1
10120	1
10076	1
10036	1
9997	1
9962	1
9955	1
9930	1
9928	1
9922	1
9891	1
9862	1
9844	1
9835	1
9796	1
9747	1
9740	1
9731	1
9720	1
9691	1
9643	1
9630	1
9598	1
9580	1
9574	1
9558	1
9550	1
9512	1
9510	1
9507	1
9500	1
9499	1
9467	1
9462	1
9419	1
9416	1
9360	1
9338	1
9336	1
9258	1
9247	1
9231	1
9196	1
9183	1
9156	1
9122	1
9038	1
8984	1
8955	1
8939	1
8915	1
8867	1
8856	1
8829	1
8780	1
8776	1
8750	1
8734	1
8732	1
8692	1
8686	1
8600	1
8554	1
8541	1
8509	1
8461	1
8379	1
8326	1
8220	1
8216	1
8172	1
8170	1
8132	1
8089	1
8008	1
7991	1
7894	1
7846	1
7784	1
7656	1
7585	1
7556	1
7548	1
7477	1
7402	1
7345	1
7329	1
7318	1
7281	1
7096	1
6872	1
6860	1
6812	1
6686	1
6673	1
6670	1
6657	1
6641	1
6622	1
6593	1
6586	1
6488	1
6152	1
5916	1
5884	1
5868	1
5866	1
5857	1
5852	1
5850	1
5849	1
5848	1
5776	1
5120	1
4888	1
4876	1
4874	1
4873	1
4867	1
4862	1
4860	1
4844	1
4820	1
4632	1
4344	1
4336	1
4262	1
4253	1
4230	1
4213	1
4201	1
4190	1
4187	1
4178	1
4076	1
4036	1
4024	1
3984	1
3945	1
3848	1
3681	1
3650	1
3641	1
3582	1
3517	1
3460	1
3452	1
3427	1
3416	1
3368	1
3326	1
3170	1
3089	1
3080	1
3007	1
2972	1
2942	1
2940	1
2904	1
2900	1
2810	1
2765	1
2697	1
2657	1
2631	1
2622	1
2584	1
2510	1
2508	1
2476	1
2470	1
2458	1
2440	1
2436	1
2391	1
2376	1
2359	1
2319	1
2299	1
2285	1
2264	1
2218	1
2190	1
2154	1
2136	1
2124	1
2114	1
2095	1
2084	1
2055	1
2041	1
2034	1
2008	1
1966	1
1931	1
1912	1
1892	1
1859	1
1836	1
1831	1
1825	1
1822	1
1790	1
1785	1
1782	1
1750	1
1722	1
1711	1
1657	1
1656	1
1639	1
1636	1
1632	1
1625	1
1588	1
1551	1
1548	1
1530	1
1505	1
1482	1
1480	1
1474	1
1472	1
1446	1
1417	1
1388	1
1356	1
1326	1
1320	1
1316	1
1306	1
1266	1
1242	1
1208	1
1188	1
1166	1
1144	1
1130	1
1124	1
1108	1
1096	1
1084	1
1070	1
1030	1
998	1
974	1
972	1
972	1
970	1
968	1
968	1
968	1
968	1
964	1
960	1
960	1
912	1
912	1
864	1
850	1
848	1
844	1
842	1
838	1
836	1
836	1
832	1
808	1
800	1
800	1
752	1
736	1
734	1
728	1
726	1
712	1
702	1
688	1
688	1
684	1
672	1
640	1
632	1
616	1
608	1
600	1
592	1
584	1
584	1
576	1
576	1
560	1
552	1
538	1
530	1
528	1
524	1
524	1
520	1
512	1
500	1
496	1
496	1
492	1
488	1
488	1
480	1
480	1
476	1
470	1
464	1
462	1
458	1
456	1
448	1
440	1
418	1
416	1
416	1
410	1
408	1
406	1
404	1
392	1
384	1
370	1
368	1
366	1
364	1
364	1
360	1
356	1
356	1
352	1
348	1
346	1
344	1
342	1
326	1
324	1
320	1
320	1
312	1
310	1
304	1
304	1
300	1
292	1
292	1
288	1
288	1
282	1
272	1
264	1
260	1
256	1
256	1
252	1
244	1
232	1
232	1
224	1
224	1
220	1
216	1
216	1
212	1
208	1
208	1
208	1
204	1
196	1
192	1
184	1
160	1
144	1
144	1
96	1
84	1
80	1
80	1
48	1
48	1
8	1
