402	
13648	
12320	1
12312	1
12302	1
12238	1
12236	1
12216	1
12186	1
12136	1
12110	1
12108	1
12088	1
12084	1
12062	1
12022	1
11934	1
11912	1
11900	1
11886	1
11852	1
11820	1
11812	1
11810	1
11794	1
11774	1
11768	1
11764	1
11718	1
11672	1
11646	1
11608	1
11596	1
11555	1
11548	1
11480	1
11462	1
11461	1
11431	1
11414	1
11324	1
11317	1
11316	1
11281	1
11240	1
11233	1
11230	1
11122	1
11096	1
11075	1
11044	1
10996	1
10995	1
10994	1
10979	1
10960	1
10956	1
10936	1
10929	1
10874	1
10806	1
10758	1
10739	1
10728	1
10679	1
10628	1
10589	1
10580	1
10572	1
10488	1
10478	1
10474	1
10359	1
10223	1
10222	1
10184	1
10158	1
10156	1
10108	1
10045	1
9994	1
9956	1
9932	1
9838	1
9832	1
9775	1
9599	1
9555	1
9454	1
9430	1
9400	1
9388	1
9382	1
9372	1
9350	1
9335	1
9302	1
9254	1
9158	1
9071	1
8888	1
8755	1
8724	1
8694	1
8676	1
8670	1
8622	1
8504	1
8442	1
8375	1
8264	1
7976	1
7919	1
7876	1
7852	1
7778	1
7746	1
7714	1
7650	1
7640	1
7606	1
7467	1
7240	1
6892	1
6876	1
6836	1
6830	1
6829	1
6828	1
6826	1
6825	1
6824	1
6736	1
6644	1
6569	1
5952	1
5852	1
5688	1
5686	1
5683	1
5682	1
5644	1
5636	1
5458	1
5352	1
5231	1
5088	1
5016	1
5002	1
4946	1
4922	1
4894	1
4836	1
4812	1
4776	1
4775	1
4728	1
4656	1
4488	1
4395	1
4358	1
4342	1
4150	1
4148	1
4130	1
4108	1
4079	1
3976	1
3815	1
3759	1
3758	1
3742	1
3734	1
3622	1
3595	1
3582	1
3564	1
3556	1
3544	1
3518	1
3498	1
3428	1
3375	1
3229	1
3192	1
3178	1
3084	1
3046	1
3003	1
2956	1
2916	1
2910	1
2888	1
2858	1
2855	1
2814	1
2741	1
2648	1
2646	1
2642	1
2590	1
2564	1
2564	1
2551	1
2524	1
2475	1
2440	1
2425	1
2328	1
2327	1
2314	1
2267	1
2244	1
2214	1
2212	1
2211	1
2172	1
2157	1
2136	1
2106	1
2018	1
2013	1
2008	1
1973	1
1948	1
1943	1
1940	1
1920	1
1862	1
1849	1
1823	1
1822	1
1816	1
1756	1
1745	1
1724	1
1716	1
1716	1
1704	1
1670	1
1656	1
1648	1
1610	1
1576	1
1562	1
1546	1
1534	1
1532	1
1500	1
1470	1
1460	1
1448	1
1430	1
1358	1
1326	1
1322	1
1308	1
1304	1
1284	1
1282	1
1272	1
1208	1
1180	1
1178	1
1174	1
1136	1
1136	1
1136	1
1136	1
1136	1
1136	1
1128	1
1128	1
1120	1
1056	1
996	1
992	1
988	1
980	1
976	1
960	1
960	1
960	1
954	1
950	1
944	1
896	1
878	1
864	1
828	1
824	1
824	1
816	1
816	1
814	1
784	1
762	1
752	1
748	1
724	1
718	1
716	1
712	1
704	1
704	1
700	1
696	1
674	1
668	1
660	1
644	1
640	1
632	1
624	1
608	1
608	1
600	1
584	1
584	1
580	1
576	1
576	1
570	1
568	1
548	1
528	1
528	1
512	1
512	1
508	1
508	1
504	1
496	1
494	1
484	1
480	1
460	1
452	1
448	1
442	1
440	1
440	1
432	1
420	1
416	1
416	1
402	1
400	1
400	1
394	1
388	1
384	1
384	1
384	1
372	1
368	1
368	1
364	1
364	1
352	1
348	1
344	1
342	1
336	1
336	1
334	1
332	1
320	1
320	1
312	1
308	1
304	1
304	1
304	1
296	1
292	1
288	1
288	1
288	1
284	1
268	1
264	1
256	1
256	1
256	1
256	1
256	1
254	1
252	1
240	1
240	1
232	1
232	1
224	1
208	1
192	1
176	1
172	1
160	1
136	1
112	1
96	1
76	1
48	1
