	'BPP    09'
	27
	1391555162007056
	280598678705599		1
	261343061467054		1
	257070307983298		1
	256081135408835		1
	251549716985201		1
	251475568851542		1
	247634396594046		1
	241032373302696		1
	226335617943283		1
	210365533739643		1
	189951038485551		1
	188842344030264		1
	182137629434046		1
	169043636165811		1
	166216110096825		1
	141898377011954		1
	127007930867210		1
	122447996229052		1
	112203273957521		1
	95161385811732		1
	68721441360532		1
	53014897030485		1
	44271016839004		1
	15096411663148		1
	14162274250295		1
	736412574072		1
	266057611799		1
